"ワープアイテム" -> "Warp items"
"スキルタイプ強化 36" -> "Skill type reinforcement 36"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"踊る30" -> "Dancing 30"
"アップ" -> "up"
"スキルタイプ強化 37" -> "Skill type reinforcement 37"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"踊る50" -> "Dancing 50"
"アップ" -> "up"
"スキルタイプ強化 37" -> "Skill type reinforcement 37"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"歌う30" -> "Sing 30"
"アップ" -> "up"
"スキルタイプ強化 38" -> "Skill type enhancement 38"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"歌う50" -> "Sing 50"
"アップ" -> "up"
"スキルタイプ強化 38" -> "Skill type enhancement 38"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"話す30" -> "Talking about 30"
"アップ" -> "up"
"スキルタイプ強化 39" -> "Skill type reinforcement 39"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"話す50" -> "Talking 50"
"アップ" -> "up"
"スキルタイプ強化 39" -> "Skill type reinforcement 39"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"魔導科学30" -> "Magical Science 30"
"アップ" -> "up"
"スキルタイプ強化 40" -> "Skill type reinforcement 40"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"魔導科学50" -> "Magical Science 50"
"アップ" -> "up"
"スキルタイプ強化 40" -> "Skill type reinforcement 40"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"錬金術30" -> "Alchemy 30"
"アップ" -> "up"
"スキルタイプ強化 41" -> "Skill type reinforcement 41"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"錬金術50" -> "Alchemy 50"
"アップ" -> "up"
"スキルタイプ強化 41" -> "Skill type reinforcement 41"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"魔本術30" -> "Magical art 30"
"アップ" -> "up"
"スキルタイプ強化 42" -> "Skill Type Enhancement 42"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"魔本術50" -> "Magician 50"
"アップ" -> "up"
"スキルタイプ強化 42" -> "Skill Type Enhancement 42"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"マキナ30" -> "Makina 30"
"アップ" -> "up"
"スキルタイプ強化 43" -> "Skill Type Enhancement 43"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"マキナ50" -> "Makina 50"
"アップ" -> "up"
"スキルタイプ強化 43" -> "Skill Type Enhancement 43"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"料理30" -> "Cooking 30"
"アップ" -> "up"
"スキルタイプ強化 44" -> "Skill Type Enhancement 44"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"料理50" -> "Cooking 50"
"アップ" -> "up"
"スキルタイプ強化 44" -> "Skill Type Enhancement 44"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"医術30" -> "Medicine 30"
"アップ" -> "up"
"スキルタイプ強化 45" -> "Skill type reinforcement 45"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"医術50" -> "Medicine 50"
"アップ" -> "up"
"スキルタイプ強化 45" -> "Skill type reinforcement 45"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"御奉仕30" -> "Your service 30"
"アップ" -> "up"
"スキルタイプ強化 46" -> "Skill type reinforcement 46"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"御奉仕50" -> "Your service 50"
"アップ" -> "up"
"スキルタイプ強化 46" -> "Skill type reinforcement 46"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"王技30" -> "King's skill 30"
"アップ" -> "up"
"スキルタイプ強化 47" -> "Skill type reinforcement 47"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"王技50" -> "King's skill 50"
"アップ" -> "up"
"スキルタイプ強化 47" -> "Skill type reinforcement 47"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"勇者技30" -> "Hero's technique 30"
"アップ" -> "up"
"スキルタイプ強化 48" -> "Skill type reinforcement 48"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"勇者技50" -> "Hero's technique 50"
"アップ" -> "up"
"スキルタイプ強化 48" -> "Skill type reinforcement 48"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"淫技30" -> "Heritage 30"
"アップ" -> "up"
"スキルタイプ強化 49" -> "Skill type reinforcement 49"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"淫技50" -> "Hello 50"
"アップ" -> "up"
"スキルタイプ強化 49" -> "Skill type reinforcement 49"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"特技30" -> "Special Feature 30"
"アップ" -> "up"
"スキルタイプ強化 63" -> "Skill type reinforcement 63"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"特技50" -> "Feat 50"
"アップ" -> "up"
"スキルタイプ強化 63" -> "Skill type reinforcement 63"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"装備武器技30" -> "Equipped weapons technique 30"
"アップ" -> "up"
"スキルタイプ強化 64" -> "Skill type reinforcement 64"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"装備武器技50" -> "Equipment Weaponry 50"
"アップ" -> "up"
"スキルタイプ強化 64" -> "Skill type reinforcement 64"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"全武技スキル使用可能" -> "All martial skills available"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"全職技スキル使用可能" -> "All skill skills available"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"全魔法スキル使用可能" -> "All magic skills available"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"全魔物スキル使用可能" -> "All demon skills available"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"短剣技二連続発動" -> "Dagger skill two consecutive activation"
"連続発動タイプ 6" -> "Continuous activation type 6"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"剣技二連続発動" -> "Sword skill two consecutive activation"
"連続発動タイプ 7" -> "Continuous activation type 7"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"尖剣技二連続発動" -> "Sharp sword technique two consecutive activation"
"連続発動タイプ 8" -> "Continuous activation type 8"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"刀技二連続発動" -> "Sword skill two consecutive invocation"
"連続発動タイプ 9" -> "Continuous activation type 9"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"槍技二連続発動" -> "Two spear techniques two consecutively activated"
"連続発動タイプ 10" -> "Continuous activation type 10"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"斧技二連続発動" -> "Axis technique two consecutive activation"
"連続発動タイプ 11" -> "Continuous activation type 11"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"棍技二連続発動" -> "Two successive invocations of arms"
"連続発動タイプ 12" -> "Continuous activation type 12"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"鎌技二連続発動" -> "Sickle technique two consecutive activation"
"連続発動タイプ 13" -> "Continuous activation type 13"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"弓技二連続発動" -> "Bow skill two consecutively activated"
"連続発動タイプ 14" -> "Continuous activation type 14"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"鞭技二連続発動" -> "Two whip technique two successive invocation"
"連続発動タイプ 15" -> "Continuous activation type 15"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"投擲技二連続発動" -> "Throwing technique two consecutively activated"
"連続発動タイプ 16" -> "Continuous activation type 16"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"鉄球技二連続発動" -> "Iron ball game two successive invocation"
"連続発動タイプ 17" -> "Continuous activation type 17"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"扇技二連続発動" -> "Fan skill two successive invocation"
"連続発動タイプ 18" -> "Continuous activation type 18"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"銃技二連続発動" -> "Two gun techniques two consecutively activated"
"連続発動タイプ 19" -> "Continuous activation type 19"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"多武器技二連続発動" -> "Multiple weapons technique two consecutive activation"
"連続発動タイプ 20" -> "Continuous activation type 20"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"格闘二連続発動" -> "Fighting two consecutive invocations"
"連続発動タイプ 21" -> "Continuous activation type 21"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"白魔法二連続発動" -> "Two white magic two successive invocations"
"連続発動タイプ 22" -> "Continuous activation type 22"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"黒魔法二連続発動" -> "Two black magic two successive invocations"
"連続発動タイプ 23" -> "Continuous activation type 23"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"時魔法二連続発動" -> "Two magic two consecutive triggers"
"連続発動タイプ 24" -> "Continuous activation type 24"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"召還二連続発動" -> "Called up twice in a row"
"連続発動タイプ 25" -> "Continuous activation type 25"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"聖技二連続発動" -> "Saint Seiyaku two consecutive invocations"
"連続発動タイプ 26" -> "Continuous activation type 26"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"闇技二連続発動" -> "Dark technique two consecutive activation"
"連続発動タイプ 27" -> "Continuous activation type 27"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"魔法剣二連続発動" -> "Magical sword two continuous activation"
"連続発動タイプ 28" -> "Continuous activation type 28"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"陰陽術二連続発動" -> "Two successive invocations of Yin and Yoshi"
"連続発動タイプ 29" -> "Continuous activation type 29"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"盗賊技二連続発動" -> "Thief technique two consecutive invocation"
"連続発動タイプ 30" -> "Continuous activation type 30"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"忍術二連続発動" -> "Two consecutive invocations of Ninjutsu"
"連続発動タイプ 31" -> "Continuous activation type 31"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"海賊技二連続発動" -> "Piracy technique two consecutive activation"
"連続発動タイプ 32" -> "Continuous activation type 32"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ヒーロー技二連続発動" -> "Hero skill two successive invocation"
"連続発動タイプ 33" -> "Continuous activation type 33"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"商技二連続発動" -> "Continuous invocation of business technique"
"連続発動タイプ 34" -> "Continuous activation type 34"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"アイテム二連続発動" -> "Continuous activation of items"
"連続発動タイプ 35" -> "Continuous activation type 35"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"オラクル二連続発動" -> "Two successive invocations of Oracle"
"連続発動タイプ 36" -> "Continuous activation type 36"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"踊る二連続発動" -> "Dancing two successive invocations"
"連続発動タイプ 37" -> "Continuous activation type 37"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"歌う二連続発動" -> "Sing two successive invocations"
"連続発動タイプ 38" -> "Continuous activation type 38"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"話す二連続発動" -> "Talk two successive invocations"
"連続発動タイプ 39" -> "Continuous activation type 39"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"魔導科学二連続発動" -> "Magic Science Two Continuous Activation"
"連続発動タイプ 40" -> "Continuous activation type 40"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"錬金術二連続発動" -> "Alchemy two successive invocation"
"連続発動タイプ 41" -> "Continuous activation type 41"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"魔本術二連続発動" -> "Magic art 2 consecutive invocation"
"連続発動タイプ 42" -> "Continuous activation type 42"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"マキナ二連続発動" -> "Makina two consecutive activation"
"連続発動タイプ 43" -> "Continuous activation type 43"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"料理二連続発動" -> "Two dishes cooked continuously"
"連続発動タイプ 44" -> "Continuous activation type 44"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"医術二連続発動" -> "Medical two consecutive invocation"
"連続発動タイプ 45" -> "Continuous activation type 45"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"御奉仕二連続発動" -> "Continuous invocation of service 2"
"連続発動タイプ 46" -> "Continuous activation type 46"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"王技二連続発動" -> "Wang skill two successive invocation"
"連続発動タイプ 47" -> "Continuous activation type 47"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"勇者技二連続発動" -> "Two brave skill two successive invocation"
"連続発動タイプ 48" -> "Continuous activation type 48"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"淫技二連続発動" -> "Two successive invocations of horror"
"連続発動タイプ 49" -> "Continuous activation type 49"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"魔技二連続発動" -> "Magical skill two consecutive invocation"
"連続発動タイプ 50" -> "Continuous activation type 50"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"海技二連続発動" -> "Continuous activation of maritime technique"
"連続発動タイプ 51" -> "Continuous activation type 51"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"粘液技二連続発動" -> "Mucus technique twice continuous activation"
"連続発動タイプ 52" -> "Continuous activation type 52"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"獣技二連続発動" -> "Continuous invocation of beast technique"
"連続発動タイプ 53" -> "Continuous activation type 53"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"蛇技二連続発動" -> "Snake technique two consecutive activation"
"連続発動タイプ 54" -> "Continuous activation type 54"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"触手技二連続発動" -> "Continuous activation of tentacle technique"
"連続発動タイプ 55" -> "Continuous activation type 55"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"翼技二連続発動" -> "Two wing techniques two consecutively activated"
"連続発動タイプ 56" -> "Continuous activation type 56"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"虫技二連続発動" -> "Insect Attempt 2 Continuous Activation"
"連続発動タイプ 57" -> "Continuous activation type 57"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"植物技二連続発動" -> "Plant technique two consecutive activation"
"連続発動タイプ 58" -> "Continuous activation type 58"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"屍技二連続発動" -> "Continuous invocation of corporeal technique"
"連続発動タイプ 59" -> "Continuous activation type 59"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"造技二連続発動" -> "Continuous activation of construction technique"
"連続発動タイプ 60" -> "Continuous activation type 60"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"自然感応二連続発動" -> "Natural-sensitive two-continuous invocation"
"連続発動タイプ 61" -> "Continuous activation type 61"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ブレス二連続発動" -> "Breath two successive invocations"
"連続発動タイプ 62" -> "Continuous activation type 62"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"特技二連続発動" -> "Special skill two consecutive invocation"
"連続発動タイプ 63" -> "Continuous activation type 63"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"装備武器二連続発動" -> "Equipment weapon two continuous activation"
"連続発動タイプ 64" -> "Continuous activation type 64"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"万能回避率10" -> "Universal avoidance ratio 10"
"必中回避率 10" -> "Evasion evacuation rate 10"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"万能回避率20" -> "All-purpose avoidance rate 20"
"必中回避率 20" -> "Evasion evacuation rate 20"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"万能回避率30" -> "Universal avoidance ratio 30"
"必中回避率 30" -> "Evasion avoidance rate 30"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"完全万能回避" -> "Full universal evasion"
"必中回避率 100" -> "Evasion avoidance rate 100"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"物理耐性25" -> "Physical tolerance 25"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"物理反射" -> "Physical reflection"
"属性反射" -> "Attribute reflex"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"快楽耐性25" -> "Pleasure resistance 25"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"快楽反射" -> "Pleasure reflex"
"属性反射" -> "Attribute reflex"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"炎耐性25" -> "Fire resistance 25"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"炎反射" -> "Flame reflection"
"属性反射" -> "Attribute reflex"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"氷耐性25" -> "Ice tolerance 25"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"氷反射" -> "Ice reflection"
"属性反射" -> "Attribute reflex"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"雷耐性25" -> "Lightning tolerance 25"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"雷反射" -> "Lightning reflection"
"属性反射" -> "Attribute reflex"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"風耐性25" -> "Wind resistance 25"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"風反射" -> "Wind reflex"
"属性反射" -> "Attribute reflex"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"土耐性25" -> "Soil tolerance 25"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"土反射" -> "Earth reflection"
"属性反射" -> "Attribute reflex"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"水耐性25" -> "Water tolerance 25"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"水反射" -> "Water reflection"
"属性反射" -> "Attribute reflex"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"聖耐性25" -> "St. Resistance 25"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"聖反射" -> "Sacred reflection"
"属性反射" -> "Attribute reflex"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"闇耐性25" -> "Darkness tolerance 25"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"闇反射" -> "Dark reflection"
"属性反射" -> "Attribute reflex"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"音波耐性25" -> "Sonic tolerance 25"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"音波反射" -> "Sound reflection"
"属性反射" -> "Attribute reflex"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"バイオ耐性25" -> "Bioresistance 25"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"バイオ反射" -> "Bio reflex"
"属性反射" -> "Attribute reflex"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"炎氷雷耐性75" -> "Fire ice thunder resistant 75"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"炎氷雷耐性50" -> "Flame ice thunder resistance 50"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"炎氷雷耐性25" -> "Fire ice thunder tolerance 25"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"炎氷雷無効" -> "Flame Ice Mine Disabled"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"炎氷雷吸収" -> "Flame ice thunder absorption"
"属性吸収 3" -> "Attribute absorption 3"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"炎氷雷反射" -> "Flame Ice Lightning Reflex"
"属性反射" -> "Attribute reflex"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"風土水耐性75" -> "Cultural water resistance 75"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"風土水耐性50" -> "Endurance of soil water 50"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"風土水耐性25" -> "Resistant to soil water 25"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"風土水無効" -> "Climatic water ineffective"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"風土水吸収" -> "Absorption of endemic water"
"属性吸収 6" -> "Attribute absorption 6"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"風土水反射" -> "Climate water reflection"
"属性反射" -> "Attribute reflex"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"瀕死時三回行動" -> "Three actions at moribund"
"トリガーステート H" -> "Trigger state H"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"鎌状態異常率アップ" -> "Increase sickle status abnormality rate"
"ステート割合強化タイプ 13" -> "State proportion enhancement type 13"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"鞭状態異常率アップ" -> "Increase whiplash abnormal rate"
"ステート割合強化タイプ 15" -> "State ratio reinforcement type 15"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"黒魔法状態異常率アップ" -> "Black magic abnormal rate raise"
"ステート割合強化タイプ 23" -> "State proportion enhancement type 23"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"時魔法状態異常率アップ" -> "Increase magic condition abnormality rate when"
"ステート割合強化タイプ 24" -> "State ratio reinforcement type 24"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"陰陽状態異常率アップ" -> "Increase Yin / Yang condition abnormal rate"
"ステート割合強化タイプ 29" -> "State proportion enhancement type 29"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"話す状態異常率アップ" -> "Talking status abnormality increase"
"ステート割合強化タイプ 39" -> "State proportion enhancement type 39"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"医術状態異常率アップ" -> "Increase rate of abnormal medical condition"
"ステート割合強化タイプ 45" -> "State proportion enhancement type 45"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"鱗粉状態異常率アップ" -> "Upsizing abnormal rate of scales status"
"ステート割合強化タイプ 57" -> "State ratio reinforcement type 57"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ブレス状態異常率アップ" -> "Breast condition abnormality increase"
"ステート割合強化タイプ 62" -> "State proportion enhancement type 62"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"六属性耐性25" -> "Six attribute tolerance 25"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"六属性反射" -> "Six attribute reflection"
"属性反射" -> "Attribute reflex"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"瀕死時物理耐性25" -> "Physical tolerance at dying 25"
"トリガーステート H" -> "Trigger state H"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"瀕死時完全物理耐性" -> "Perfect physical tolerance at the time of dying"
"トリガーステート H" -> "Trigger state H"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"瀕死時魔法耐性50" -> "Magical resistance when dying 50"
"トリガーステート H" -> "Trigger state H"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"瀕死時魔法耐性25" -> "Magical resistance when dying 25"
"トリガーステート H" -> "Trigger state H"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"瀕死時万能耐性50" -> "Universal tolerance at moribund 50"
"トリガーステート H" -> "Trigger state H"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"瀕死時万能耐性50" -> "Universal tolerance at moribund 50"
"トリガーステート H" -> "Trigger state H"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"瀕死時完全万能耐性" -> "Perfect all-purpose resistance at moribund"
"トリガーステート H" -> "Trigger state H"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"命中率50" -> "Accuracy 50"
"アップ" -> "up"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"会心75" -> "Concert 75"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"カウンター75" -> "Counter 75"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"魔法カウンター75" -> "Magic counter 75"
"魔法反撃 75" -> "Magic Counterattack 75"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"万能カウンター75" -> "Universal counter 75"
"必中反撃 75" -> "Must attack 80"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"回避率50" -> "Evasion rate 50"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"回避率75" -> "Avoidance rate 75"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"魔法回避率50" -> "Magic evasion rate 50"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"魔法回避率75" -> "Magic evasion rate 75"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"万能回避率50" -> "Universal avoidance ratio 50"
"必中回避率 50" -> "Evasion avoidance rate 50"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"万能回避率75" -> "Universal avoidance ratio 75"
"必中回避率 75" -> "Evasion avoidance rate 75"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"魔法反射75" -> "Magic reflection 75"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ケミカルマイン" -> "Chemical Mine"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"アサシンダガー" -> "Assassin's Dagger"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"テンプゴーシュ" -> "Temp gouche"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"アサシンレイジ" -> "Assassin Rage"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ホーリーテンプ" -> "Holey Temp"
"図鑑除外" -> "Exclude an illustration"
"秘石" -> "Secret stone"
"ダークアサシン" -> "Dark Assassin"
"図鑑除外" -> "Exclude an illustration"
